epoch,accuracy,loss,val_accuracy,val_loss
0,0.42206535,2.093979853677822,0.47645434737205505,1.8821170330047607
1,0.48018444,1.8127512803651686,0.49280455708503723,1.7982027530670166
2,0.49033317,1.7741040710766582,0.4992000162601471,1.7166537046432495
3,0.49533957,1.755112970678163,0.5018755197525024,1.696392297744751
4,0.49856785,1.7426303513162371,0.5063331127166748,1.679246187210083
5,0.5009183,1.7340149958032929,0.5064586400985718,1.6437941789627075
6,0.5026231,1.7274847003477194,0.5080333352088928,1.702178955078125
7,0.50393033,1.7221344280965414,0.509537398815155,1.6693787574768066
8,0.5052502,1.7177400612247518,0.5113462805747986,1.6678473949432373
9,0.50617003,1.7140786219837378,0.5112909078598022,1.7576375007629395
10,0.50721306,1.7106030688537293,0.5117917060852051,1.6484200954437256
11,0.50759804,1.7078035843999992,0.5121250152587891,1.6951169967651367
12,0.5085386,1.7051347956910325,0.5140054225921631,1.6228638887405396
13,0.5090591,1.7021036084457588,0.5145324468612671,1.629830241203308
14,0.50964606,1.699682773363128,0.5139163732528687,1.7776702642440796
15,0.510144,1.6971356528186357,0.5146751403808594,1.7820900678634644
16,0.51071656,1.6948016788140479,0.5163474678993225,1.6283154487609863
17,0.51116115,1.6927058877587966,0.5159990787506104,1.6705284118652344
18,0.5115299,1.690392651388315,0.5171499252319336,1.6130008697509766
19,0.5118153,1.6883503016635932,0.5166012644767761,1.6650593280792236
