loss,reg_loss,accuracy
8.51918888092041,1.8834421634674072,0.0
8.511408805847168,1.8669697046279907,0.0015625000232830644
8.501420974731445,1.8490777015686035,0.0062500000931322575
8.490103721618652,1.8306952714920044,0.0023437500931322575
8.48221492767334,1.8118486404418945,0.02734375
8.470208168029785,1.7929370403289795,0.0546875
8.464838981628418,1.7739062309265137,0.08281250298023224
8.45464038848877,1.7546274662017822,0.08125000447034836
8.427071571350098,1.735324740409851,0.12421875447034836
8.414544105529785,1.7161749601364136,0.109375
8.372244834899902,1.6975477933883667,0.14140625298023224
8.330848693847656,1.6792224645614624,0.13750000298023224
8.316268920898438,1.6615979671478271,0.15625
8.278647422790527,1.64492666721344,0.125
8.233796119689941,1.6294841766357422,0.1328125
8.148222923278809,1.615106463432312,0.16250000894069672
7.999633312225342,1.6018671989440918,0.17109374701976776
7.936248302459717,1.5896073579788208,0.14374999701976776
7.874413967132568,1.5786186456680298,0.14218750596046448
7.633123874664307,1.5686454772949219,0.15625
7.480716228485107,1.5595974922180176,0.15156249701976776
7.313388347625732,1.5515027046203613,0.1484375
7.161501407623291,1.5439488887786865,0.14218750596046448
7.045717716217041,1.5367120504379272,0.14374999701976776
6.74289083480835,1.5303982496261597,0.1328125
6.632229804992676,1.5245121717453003,0.14374999701976776
6.393479347229004,1.5188884735107422,0.15156249701976776
6.394782543182373,1.5134742259979248,0.14531250298023224
6.101928234100342,1.508880853652954,0.15390625596046448
5.9560980796813965,1.5044947862625122,0.16250000894069672
5.837101936340332,1.5002063512802124,0.15468750894069672
5.773257732391357,1.4959560632705688,0.14453125
5.6617913246154785,1.4916690587997437,0.1640625
5.652514934539795,1.4874267578125,0.15312500298023224
5.524598121643066,1.4831409454345703,0.15859375894069672
5.60490083694458,1.4787784814834595,0.15000000596046448
5.50012731552124,1.4742894172668457,0.16328124701976776
5.552156925201416,1.4696561098098755,0.15000000596046448
5.614305019378662,1.4648218154907227,0.14140625298023224
5.438918113708496,1.459782361984253,0.14921875298023224
5.483162879943848,1.4545767307281494,0.15468750894069672
5.4705810546875,1.4491689205169678,0.1484375
5.470709323883057,1.4435508251190186,0.15078125894069672
5.477176189422607,1.437758207321167,0.15390625596046448
5.4881110191345215,1.4317680597305298,0.18671874701976776
5.350907325744629,1.4257688522338867,0.17578125
5.413180828094482,1.4196232557296753,0.17343750596046448
5.352603912353516,1.4133436679840088,0.16796875
5.32968282699585,1.4069100618362427,0.16562500596046448
5.502120494842529,1.4003195762634277,0.171875
