epoch,accuracy,loss,val_accuracy,val_loss
0,0.4248224,2.0820917221982156,0.4764469265937805,1.816751480102539
1,0.48012158,1.8143891918088009,0.4915909171104431,1.7097185850143433
2,0.48994145,1.7771010347711087,0.4980224072933197,1.7642583847045898
3,0.4949594,1.7580169585548935,0.5017322301864624,1.6473720073699951
4,0.4981316,1.7461699385610814,0.5042293667793274,1.728476881980896
5,0.5003605,1.7378575144377162,0.506554126739502,1.6884734630584717
6,0.5019081,1.731453317997659,0.508410632610321,1.7083784341812134
7,0.50349087,1.7259072468182113,0.5091643333435059,1.6793793439865112
8,0.50469434,1.721361520507776,0.5108579993247986,1.7809808254241943
9,0.5056609,1.717682714663905,0.5116235017776489,1.8267496824264526
10,0.50645125,1.7145138815903571,0.5126765966415405,1.6081854104995728
11,0.50727564,1.7111978352437416,0.5127214193344116,1.7420954704284668
12,0.5080086,1.7083197819821667,0.5144402980804443,1.6614999771118164
13,0.5086161,1.7059342821386132,0.5143998861312866,1.6753766536712646
14,0.5092293,1.7031058177869276,0.514376699924469,1.6620543003082275
15,0.5097986,1.700630018911249,0.5146983861923218,1.65422785282135
16,0.51034135,1.698541143419315,0.5158577561378479,1.65714693069458
17,0.5108051,1.6957435204072733,0.5153736472129822,1.6392358541488647
18,0.5111731,1.6937774598310746,0.5157231092453003,1.7201813459396362
19,0.5114243,1.6917711118850898,0.515919029712677,1.675885796546936
20,0.51197755,1.6894468965996345,0.516379177570343,1.8104183673858643
21,0.5123679,1.6874500815172924,0.5165901780128479,1.6829134225845337
22,0.51267135,1.6859331563135167,0.5167524218559265,1.6233259439468384
23,0.51291245,1.6839284504798315,0.5168271064758301,1.6002815961837769
24,0.51342005,1.6822477766547197,0.517330527305603,1.6385383605957031
25,0.51357085,1.6810058814916102,0.5178683400154114,1.6142414808273315
26,0.51390654,1.6795170736069325,0.5177498459815979,1.7501105070114136
27,0.514116,1.6784036286851636,0.5173023343086243,1.6602712869644165
28,0.5143368,1.677727258990389,0.5174592137336731,1.5971019268035889
29,0.5147373,1.676719556697552,0.5178787708282471,1.6867074966430664
30,0.5147633,1.6760214313774633,0.5184783935546875,1.7453950643539429
31,0.51495904,1.6755381065956017,0.5176427960395813,1.6178233623504639
32,0.5151122,1.674690376932064,0.5187147855758667,1.5764983892440796
33,0.5152152,1.6744711388490598,0.5185692310333252,1.6691019535064697
34,0.5151238,1.6744878875652005,0.519166111946106,1.7927172183990479
35,0.51546896,1.6734664304342752,0.5189982652664185,1.7011181116104126
36,0.51560515,1.673227098726428,0.5188623666763306,1.651465892791748
37,0.5157836,1.6727458948533784,0.5194714665412903,1.8143432140350342
38,0.51603574,1.672377599231898,0.5196366906166077,1.7340589761734009
39,0.5159851,1.6720058385062169,0.5190280079841614,1.7041550874710083
40,0.5160955,1.672284122304249,0.5198915004730225,1.6857795715332031
41,0.5162332,1.6716725985246883,0.5200022459030151,1.6460821628570557
42,0.51632565,1.671703334271829,0.5202489495277405,1.7202972173690796
43,0.51620424,1.6712830098190228,0.5190873742103577,1.6310144662857056
44,0.51633596,1.6713455684109368,0.5189597010612488,1.6133763790130615
45,0.516396,1.6711567960455793,0.5192294716835022,1.6777935028076172
46,0.5166184,1.6709609489991974,0.5196669697761536,1.5878804922103882
47,0.5166146,1.6709937872923726,0.519004225730896,1.5356755256652832
48,0.51675975,1.6706061036189477,0.5186689496040344,1.7359237670898438
49,0.51686,1.6704734306121634,0.5188087224960327,1.6775729656219482
50,0.5168231,1.6703965637284466,0.5192120671272278,1.6284102201461792
51,0.5168575,1.6701321752063065,0.5192136168479919,1.6358832120895386
52,0.5169862,1.6704201647534176,0.5196022391319275,1.5803120136260986
53,0.5169554,1.6699314561022185,0.5198257565498352,1.643507480621338
54,0.51694584,1.670076578781313,0.5201623439788818,1.5632503032684326
55,0.5170393,1.6706215575219576,0.5202109813690186,1.647398591041565
56,0.5171115,1.6700968321922212,0.5203391909599304,1.6766562461853027
57,0.517225,1.6700225359769245,0.5206010937690735,1.6459764242172241
58,0.51712066,1.67017684172413,0.5203879475593567,1.676670789718628
59,0.51745176,1.669869547877309,0.5199722647666931,1.5744487047195435
60,0.5172725,1.6698502796935775,0.521000862121582,1.5364731550216675
61,0.5174466,1.6702918025473148,0.5207881927490234,1.7121384143829346
62,0.51732963,1.670034442161376,0.5210449695587158,1.6034678220748901
63,0.5174976,1.670260487321155,0.5208215117454529,1.6668236255645752
64,0.5175089,1.670454762039453,0.5209757685661316,1.6168432235717773
65,0.51746106,1.6703960178799289,0.520697295665741,1.6893134117126465
66,0.51746345,1.6705576734936576,0.5207152962684631,1.6346912384033203
67,0.51733243,1.6715908487850464,0.5199924111366272,1.4749488830566406
68,0.5174557,1.6713751901933442,0.5208253264427185,1.6047190427780151
69,0.51757914,1.6706940570072313,0.520554780960083,1.670809268951416
70,0.5174959,1.6707342320929566,0.5203690528869629,1.5860249996185303
71,0.517501,1.6713106553379542,0.5197097659111023,1.7023189067840576
72,0.5175889,1.671040308173536,0.5206202864646912,1.6924904584884644
73,0.5174844,1.671155164531935,0.5207100510597229,1.658987283706665
74,0.517427,1.671474778156039,0.5208144187927246,1.6281987428665161
75,0.5175547,1.6714053592190392,0.5204545855522156,1.6300301551818848
76,0.5173133,1.6725280516404695,0.521108090877533,1.6724870204925537
77,0.51751107,1.671724984624668,0.521202027797699,1.6749281883239746
78,0.5174662,1.671414223664945,0.5209038257598877,1.6200788021087646
